gameid,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10
1002390182,Top,Letme,Royal Never Give Up,Cho'gath,Gragas,Xayah,Alistar,Taliyah,Lucian,38.75,1,3,0,6,13,3,0,0,0,0,0,0,0,1.731216667,0.077419355,0.0,0.412903226,0,11.98481667,1,3,1,0,0,0,0,1,0,0,1.0,-1.0,1,17.66406667,1,1,11,3,1.0,32.74796667,1,0,20167,520.4387097,0.239564277,0.201311802,21,0.541935484,0.16935483899999998,2,0.051612902999999995,4,4, , ,15495,270.8851613,14200,0.166285278,328,11,2,3,8.748387097,3114,3225,-111,4986,4903,83,4493,4817,-324
1002390182,Jungle,Mlxg,Royal Never Give Up,Rek'Sai,Gragas,Xayah,Alistar,Taliyah,Lucian,38.75,1,4,2,5,13,3,0,0,0,0,0,0,1,1.731216667,0.10322580599999999,0.051612902999999995,0.412903226,0,11.98481667,1,3,0,2,0,0,0,0,0,0,1.0,-1.0,1,17.66406667,1,1,11,3,1.0,32.74796667,1,0,16362,422.2451613,0.194364591,0.175536036,25,0.64516129,0.201612903,8,0.206451613,9,10, , ,14151,236.20129029999998,13125,0.160493827,20,164,100,17,4.748387097,2944,3560,-616,5052,5266,-214,3378,3686,-308
1002390182,Middle,Xiaohu,Royal Never Give Up,Ryze,Gragas,Xayah,Alistar,Taliyah,Lucian,38.75,1,3,0,8,13,3,0,0,0,0,0,0,0,1.731216667,0.077419355,0.025806452,0.412903226,0,11.98481667,1,3,0,0,0,0,0,0,0,0,1.0,-1.0,1,17.66406667,1,1,11,3,1.0,32.74796667,1,0,19148,494.14193550000005,0.227459552,0.221966936,18,0.464516129,0.14516129,14,0.36129032299999997,10,10, , ,16572,298.6787097,15300,0.135380321,348,14,12,2,9.341935484,3113,3623,-510,5275,5322,-47,4478,5053,-575
1002390182,ADC,Uzi,Royal Never Give Up,Kog'Maw,Gragas,Xayah,Alistar,Taliyah,Lucian,38.75,1,3,1,4,13,3,0,0,0,0,0,0,0,1.731216667,0.077419355,0.0,0.412903226,0,11.98481667,1,3,0,1,0,0,0,0,0,0,1.0,-1.0,1,17.66406667,1,1,11,3,1.0,32.74796667,1,0,25549,659.3290323,0.303497185,0.24106862,15,0.387096774,0.12096774199999999,13,0.335483871,2,2, , ,17568,324.3819355,16150,0.11629811599999999,361,40,15,7,10.3483871,3035,3205,-170,4884,5105,-221,3192,3336,-144
1002390182,Support,Ming,Royal Never Give Up,Janna,Gragas,Xayah,Alistar,Taliyah,Lucian,38.75,1,0,0,11,13,3,0,0,0,0,0,0,0,1.731216667,0.0,0.0,0.412903226,0,11.98481667,1,3,0,0,0,0,0,0,0,0,1.0,-1.0,1,17.66406667,1,1,11,3,1.0,32.74796667,1,0,2956,76.28387097,0.035114395,0.160116605,45,1.161290323,0.362903226,6,0.15483871,9,10, , ,13347,215.45290319999995,11850,0.24911032,10,0,0,0,0.258064516,2279,2307,-28,3528,3403,125,2742,2795,-53
1002390182,Top,Thaldrin,Fenerbahce Esports,Maokai,Kalista,Jarvan IV,Sejuani,Shen,Galio,38.75,0,0,4,0,3,13,0,0,0,0,0,0,0,1.731216667,0.0,0.077419355,0.412903226,0,11.98481667,3,1,0,1,0,0,0,0,0,0,0.0,-1.0,0,17.66406667,0,0,3,11,0.0,32.74796667,0,1,16785,433.1612903,0.225844647,0.182888042,20,0.516129032,0.172413793,4,0.10322580599999999,2,2, , ,12439,192.0206452,12020,-0.166285278,312,0,0,0,8.051612902999999,3225,3114,111,4903,4986,-83,4817,4493,324
1002390182,Jungle,Crash,Fenerbahce Esports,Nidalee,Kalista,Jarvan IV,Sejuani,Shen,Galio,38.75,0,2,3,1,3,13,0,0,0,0,1,0,0,1.731216667,0.051612902999999995,0.10322580599999999,0.412903226,1,11.98481667,3,1,2,0,1,0,0,1,0,0,0.0,-1.0,0,17.66406667,0,0,3,11,0.0,32.74796667,0,1,9474,244.49032259999998,0.127474065,0.183895785,25,0.64516129,0.21551724100000003,22,0.567741935,6,6, , ,12480,193.0787097,11175,-0.160493827,51,168,105,1,5.651612902999999,3560,2944,616,5266,5052,214,3686,3378,308
1002390182,Middle,Frozen,Fenerbahce Esports,Syndra,Kalista,Jarvan IV,Sejuani,Shen,Galio,38.75,0,1,3,2,3,13,0,0,0,0,0,1,0,1.731216667,0.025806452,0.077419355,0.412903226,0,11.98481667,3,1,0,0,0,0,0,0,0,0,0.0,-1.0,0,17.66406667,0,0,3,11,0.0,32.74796667,0,1,20222,521.8580645,0.272089988,0.244458646,11,0.283870968,0.09482758599999999,2,0.051612902999999995,4,4, , ,14944,256.6658065,13360,-0.135380321,384,16,8,0,10.32258065,3623,3113,510,5322,5275,47,5053,4478,575
1002390182,ADC,Padden,Fenerbahce Esports,Tristana,Kalista,Jarvan IV,Sejuani,Shen,Galio,38.75,0,0,1,2,3,13,0,0,0,0,0,1,0,1.731216667,0.0,0.077419355,0.412903226,0,11.98481667,3,1,1,0,0,0,0,1,0,0,0.0,-1.0,0,17.66406667,0,0,3,11,0.0,32.74796667,0,1,25393,655.3032258,0.341666555,0.269627627,11,0.283870968,0.09482758599999999,12,0.309677419,1,1, , ,15968,283.0916129,14375,-0.11629811599999999,401,12,11,0,10.65806452,3205,3035,170,5105,4884,221,3336,3192,144
1002390182,Support,Japone,Fenerbahce Esports,Lulu,Kalista,Jarvan IV,Sejuani,Shen,Galio,38.75,0,0,2,2,3,13,0,0,0,0,0,1,0,1.731216667,0.0,0.0,0.412903226,0,11.98481667,3,1,0,0,0,0,0,0,0,0,0.0,-1.0,0,17.66406667,0,0,3,11,0.0,32.74796667,0,1,2447,63.1483871,0.032924745,0.1191299,49,1.264516129,0.422413793,12,0.309677419,8,9, , ,9845,125.0787097,9225,-0.24911032,49,0,0,0,1.264516129,2307,2279,28,3403,3528,-125,2795,2742,53
1002390191,Top,Expect,G2 Esports,Shen,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,3,2,0,5,9,1,0,0,0,1,0,0,5.257466667,0.108499096,0.072332731,0.506329114,0,10.21668333,0,2,0,0,0,0,0,0,0,0,1.0,-1.0,0,19.64765,1,0,3,8,0.0,25.3172,0,1,9820,355.1537071,0.242666864,0.254041357,11,0.39783001799999995,0.13253012,4,0.144665461,2,3, , ,10453,246.41735989999998,9625,0.067114094,233,20,4,0,9.150090416,3332,3046,286,4888,4874,14,4258,4200,58
1002390191,Jungle,Trick,G2 Esports,Ivern,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,0,2,3,5,9,0,0,0,0,0,1,0,5.257466667,0.0,0.036166365,0.506329114,0,10.21668333,0,2,0,2,0,0,0,0,0,0,1.0,-1.0,0,19.64765,1,0,3,8,0.0,25.3172,0,1,3254,117.68535259999999,0.080411199,0.169478229,16,0.578661844,0.19277108399999998,6,0.216998192,9,9, , ,8185,164.3920434,8075,-0.030487805,9,72,61,7,2.9294755880000003,3096,3002,94,4566,4327,239,3596,3357,239
1002390191,Middle,Perkz,G2 Esports,Corki,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,0,2,2,5,9,0,0,0,0,0,0,0,5.257466667,0.0,0.180831826,0.506329114,0,10.21668333,0,2,0,0,0,0,0,0,0,0,1.0,-1.0,0,19.64765,1,0,3,8,0.0,25.3172,0,1,10912,394.6473779,0.269651815,0.255942909,10,0.361663653,0.120481928,5,0.180831826,4,4, , ,10504,248.2618445,9733,-0.126738199,277,5,5,0,10.19891501,3418,3389,29,5157,5173,-16,4758,5040,-282
1002390191,ADC,Zven,G2 Esports,Xayah,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,2,1,0,5,9,0,0,0,0,0,0,0,5.257466667,0.072332731,0.036166365,0.506329114,0,10.21668333,0,2,0,0,0,0,0,0,0,0,1.0,-1.0,0,19.64765,1,0,3,8,0.0,25.3172,0,1,13665,494.21338160000005,0.337682556,0.231931156,13,0.470162749,0.156626506,7,0.253164557,3,3, , ,9860,224.97070519999997,9175,-0.073490814,245,2,2,0,8.933092224,2953,3467,-514,4968,4979,-11,2946,3426,-480
1002390191,Support,Mithy,G2 Esports,Alistar,Jarvan IV,Janna,Lulu,Ryze,Syndra,27.65,0,0,2,2,5,9,0,0,0,0,0,0,0,5.257466667,0.0,0.0,0.506329114,0,10.21668333,0,2,0,0,0,0,0,0,0,0,1.0,-1.0,0,19.64765,1,0,3,8,0.0,25.3172,0,1,2816,101.84448459999999,0.069587565,0.088606349,33,1.193490054,0.397590361,6,0.216998192,5,6, , ,6016,85.94719711,5600,-0.263565891,8,0,0,0,0.289330922,1906,2317,-411,3002,3638,-636,2506,2747,-241
1002390191,Top,CuVee,Samsung Galaxy,Cho'gath,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,2,1,5,9,5,0,0,0,0,0,0,1,5.257466667,0.072332731,0.108499096,0.506329114,0,10.21668333,2,0,0,0,0,0,0,0,0,0,0.0,-1.0,1,19.64765,0,1,8,3,1.0,25.3172,1,0,15567,563.0018083,0.325587719,0.220005296,16,0.578661844,0.17021276600000002,3,0.108499096,4,4, , ,11782,294.4824593,9000,-0.067114094,255,27,4,5,10.19891501,3046,3332,-286,4874,4888,-14,4200,4258,-58
1002390191,Jungle,Ambition,Samsung Galaxy,Gragas,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,1,1,4,9,5,0,0,0,0,0,0,0,5.257466667,0.036166365,0.0,0.506329114,1,10.21668333,2,0,2,0,1,0,0,1,0,0,0.0,-1.0,1,19.64765,0,1,8,3,1.0,25.3172,1,0,3240,117.17902350000001,0.067765415,0.161697046,29,1.048824593,0.308510638,15,0.542495479,8,9, , ,9624,216.43544300000002,8325,0.030487805,27,101,69,9,4.629294756,3002,3096,-94,4327,4566,-239,3357,3596,-239
1002390191,Middle,Crown,Samsung Galaxy,Taliyah,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,5,0,2,9,5,1,0,0,0,0,0,0,5.257466667,0.180831826,0.0,0.506329114,0,10.21668333,2,0,0,0,0,0,0,0,0,0,0.0,-1.0,1,19.64765,0,1,8,3,1.0,25.3172,1,0,16078,581.482821,0.336275412,0.246511502,13,0.470162749,0.138297872,6,0.216998192,4,4, , ,12763,329.96166370000003,11050,0.126738199,264,9,4,5,9.873417722000001,3389,3418,-29,5173,5157,16,5040,4758,282
1002390191,ADC,Ruler,Samsung Galaxy,Varus,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,1,2,6,9,5,0,0,0,0,0,0,0,5.257466667,0.036166365,0.072332731,0.506329114,0,10.21668333,2,0,0,0,0,0,0,0,0,0,0.0,-1.0,1,19.64765,0,1,8,3,1.0,25.3172,1,0,10553,381.66365279999997,0.220718648,0.230894186,13,0.470162749,0.138297872,7,0.253164557,5,5, , ,12185,309.0575045,9875,0.073490814,264,14,14,0,10.05424955,3467,2953,514,4979,4968,11,3426,2946,480
1002390191,Support,CoreJJ,Samsung Galaxy,Taric,Kalista,Sejuani,Rakan,LeBlanc,Kassadin,27.65,1,0,1,7,9,5,0,0,0,0,0,0,0,5.257466667,0.0,0.0,0.506329114,0,10.21668333,2,0,0,0,0,0,0,0,0,0,0.0,-1.0,1,19.64765,0,1,8,3,1.0,25.3172,1,0,2374,85.85895118,0.049652807,0.14089197,23,0.8318264009999999,0.244680851,6,0.216998192,4,6, , ,8854,188.58734180000002,7300,0.263565891,92,0,0,0,3.3273056060000004,2317,1906,411,3638,3002,636,2747,2506,241
1002390201,Top,Khan,Longzhu Gaming,Jarvan IV,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,2,2,9,13,10,0,0,0,0,0,0,0,8.534066667000001,0.06655574,0.03327787,0.765391015,0,9.86185,1,2,0,1,0,0,0,0,0,0,0.0,-1.0,0,13.1775,1,1,9,2,1.0,24.66026667,1,0,9903,329.5507488,0.192000465,0.20207118,19,0.632279534,0.18446601899999998,7,0.232945092,7,7, , ,11914,265.5800333,11125,0.144578313,218,40,22,0,8.585690516,3089,3037,52,5009,5289,-280,4332,4463,-131
1002390201,Jungle,Cuzz,Longzhu Gaming,Kha'zix,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,2,3,4,13,10,0,0,0,0,0,0,0,8.534066667000001,0.06655574,0.06655574,0.765391015,1,9.86185,1,2,1,1,1,0,0,0,0,0,0.0,-1.0,0,13.1775,1,1,9,2,1.0,24.66026667,1,0,5223,173.8103161,0.101264105,0.159381583,29,0.965058236,0.281553398,5,0.166389351,7,9, , ,10228,209.4735441,8750,-0.040094075,6,117,76,19,4.0931780369999995,2916,2779,137,4425,4819,-394,3069,3177,-108
1002390201,Middle,Bdd,Longzhu Gaming,Taliyah,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,3,0,7,13,10,0,0,0,0,0,0,0,8.534066667000001,0.099833611,0.133111481,0.765391015,0,9.86185,1,2,0,0,0,0,0,0,0,0,0.0,-1.0,0,13.1775,1,1,9,2,1.0,24.66026667,1,0,14157,471.1148087,0.27447749,0.233645276,14,0.46589018299999996,0.13592233,7,0.232945092,1,1, , ,13161,307.0775374,11325,0.035497641,278,20,6,6,9.916805324,3527,3355,172,5468,5312,156,4832,4589,243
1002390201,ADC,Pray,Longzhu Gaming,Tristana,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,5,1,5,13,10,1,0,0,0,0,0,0,8.534066667000001,0.166389351,0.03327787,0.765391015,0,9.86185,1,2,0,0,0,0,0,0,0,0,0.0,-1.0,0,13.1775,1,1,9,2,1.0,24.66026667,1,0,19511,649.2845258,0.378281438,0.266308135,11,0.366056572,0.106796117,7,0.232945092,0,1, , ,14451,350.00599,13025,0.198312236,298,3,3,0,10.01663894,3042,3190,-148,4822,5067,-245,3215,2941,274
1002390201,Support,GorillA,Longzhu Gaming,Karma,Kog'Maw,Janna,Xayah,Renekton,Shen,30.05,1,1,4,9,13,10,0,0,0,0,0,0,1,8.534066667000001,0.03327787,0.06655574,0.765391015,0,9.86185,1,2,0,0,0,0,0,0,0,0,0.0,-1.0,0,13.1775,1,1,9,2,1.0,24.66026667,1,0,2784,92.64559068,0.053976502,0.138593826,30,0.9983361059999999,0.291262136,5,0.166389351,6,6, , ,9407,182.1524126,8175,0.0,10,0,0,0,0.332778702,1974,2411,-437,3015,4133,-1118,2143,2657,-514
1002390201,Top,Flame,Immortals,Maokai,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,1,1,4,10,13,0,0,0,0,0,0,0,8.534066667000001,0.03327787,0.06655574,0.765391015,0,9.86185,2,1,1,0,1,0,0,0,0,0,1.0,-1.0,1,13.1775,0,0,2,9,0.0,24.66026667,0,1,7299,242.89517469999998,0.167285479,0.197480634,13,0.43261231299999997,0.138297872,6,0.199667221,3,3, , ,10016,202.4186356,9625,-0.144578313,243,1,0,0,8.119800332999999,3037,3089,-52,5289,5009,280,4463,4332,131
1002390201,Jungle,Xmithie,Immortals,Ezreal,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,2,4,6,10,13,0,0,0,0,0,1,0,8.534066667000001,0.06655574,0.06655574,0.765391015,0,9.86185,2,1,1,1,0,1,0,0,0,0,1.0,-1.0,1,13.1775,0,0,2,9,0.0,24.66026667,0,1,13083,435.374376,0.299848735,0.187156428,22,0.732113145,0.23404255300000001,8,0.266222962,6,8, , ,9698,191.8362729,9108,0.040094075,35,92,63,0,4.226289517,2779,2916,-137,4819,4425,394,3177,3069,108
1002390201,Middle,Pobelter,Immortals,Ryze,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,4,2,3,10,13,1,0,0,0,0,1,0,8.534066667000001,0.133111481,0.099833611,0.765391015,0,9.86185,2,1,0,0,0,0,0,0,0,0,1.0,-1.0,1,13.1775,0,0,2,9,0.0,24.66026667,0,1,11854,394.4758735,0.271681335,0.248030284,14,0.46589018299999996,0.14893617,4,0.133111481,3,4, , ,11573,254.2322795,10930,-0.035497641,257,14,4,1,9.018302829,3355,3527,-172,5312,5468,-156,4589,4832,-243
1002390201,ADC,Cody Sun,Immortals,Varus,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,1,2,5,10,13,0,0,0,0,0,1,0,8.534066667000001,0.03327787,0.166389351,0.765391015,0,9.86185,2,1,0,0,0,0,0,0,0,0,1.0,-1.0,1,13.1775,0,0,2,9,0.0,24.66026667,0,1,5712,190.08319469999998,0.130913091,0.219135494,10,0.332778702,0.106382979,10,0.332778702,1,3, , ,10683,224.614975,10675,-0.198312236,250,6,5,0,8.519134775,3190,3042,148,5067,4822,245,2941,3215,-274
1002390201,Support,Olleh,Immortals,Morgana,Kalista,Sejuani,Lulu,Jayce,Rakan,30.05,0,2,4,4,10,13,0,0,0,0,1,0,0,8.534066667000001,0.06655574,0.03327787,0.765391015,0,9.86185,2,1,0,0,0,0,0,0,0,0,1.0,-1.0,1,13.1775,0,0,2,9,0.0,24.66026667,0,1,5684,189.15141430000003,0.13027136,0.14819716,35,1.164725458,0.372340426,8,0.266222962,9,12, , ,8498,151.9028286,8175,0.0,12,0,0,0,0.399334443,2411,1974,437,4133,3015,1118,2657,2143,514
1002390211,Top,sOAZ,Fnatic,Maokai,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,1,8,5,13,20,0,0,0,0,0,0,0,3.251233333,0.041322314,0.0,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,1.0,-1.0,0,6.083816667000001,0,0,3,8,0.0,22.48968333,0,1,4815,198.96694209999998,0.134866394,0.146497621,12,0.49586776899999996,0.181818182,3,0.123966942,3,4, , ,6968,154.9884298,6300,0.007968127,111,0,0,0,4.58677686,2774,2655,119,4139,4325,-186,2995,2840,155
1002390211,Jungle,Broxah,Fnatic,Elise,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,3,2,4,13,20,0,0,0,0,0,1,0,3.251233333,0.123966942,0.247933884,1.363636364,1,10.23668333,1,1,1,1,0,0,0,1,0,0,1.0,-1.0,0,6.083816667000001,0,0,3,8,0.0,22.48968333,0,1,5696,235.3719008,0.159542883,0.178799028,19,0.785123967,0.287878788,7,0.289256198,4,4, , ,7795,189.1619835,7775,-0.178623719,37,65,35,6,4.214876033,3705,4300,-595,5322,7083,-1761,3885,4300,-415
1002390211,Middle,Caps,Fnatic,Ryze,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,5,4,3,13,20,1,0,0,0,1,0,0,3.251233333,0.20661157,0.082644628,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,1.0,-1.0,0,6.083816667000001,0,0,3,8,0.0,22.48968333,0,1,8706,359.75206610000004,0.243851885,0.253205534,7,0.289256198,0.106060606,0,0.0,1,1, , ,9700,267.8809917,8260,-0.032747842,204,2,2,0,8.512396694,4257,3453,804,5831,5291,540,3992,4241,-249
1002390211,ADC,Rekkles,Fnatic,Varus,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,4,3,5,13,20,0,0,0,0,0,1,0,3.251233333,0.165289256,0.454545455,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,1.0,-1.0,0,6.083816667000001,0,0,3,8,0.0,22.48968333,0,1,14077,581.6942149,0.394291636,0.266329201,8,0.330578512,0.12121212099999999,2,0.082644628,1,1, , ,10036,281.7652893,8175,-0.237196765,206,14,9,3,9.090909091,4097,4332,-235,6062,7161,-1099,3552,3486,66
1002390211,Support,Jesiz,Fnatic,Karma,Ezreal,Jarvan IV,Xayah,Syndra,Taliyah,24.2,0,0,3,8,13,20,0,0,0,0,0,1,0,3.251233333,0.0,0.041322314,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,1.0,-1.0,0,6.083816667000001,0,0,3,8,0.0,22.48968333,0,1,2408,99.50413223,0.067447202,0.155168616,20,0.826446281,0.303030303,1,0.041322314,6,6, , ,7190,164.1619835,7000,0.11320754699999999,6,0,0,0,0.247933884,2542,2666,-124,4014,4465,-451,2161,2666,-505
1002390211,Top,Archie,Gigabyte Marines,Galio,Kalista,Sejuani,Janna,Gragas,Rek'Sai,24.2,1,0,6,9,20,13,0,0,0,0,0,0,1,3.251233333,0.0,0.041322314,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,0.0,-1.0,1,6.083816667000001,1,1,8,3,1.0,22.48968333,1,0,4842,200.0826446,0.096479168,0.138988364,14,0.578512397,0.184210526,1,0.041322314,4,4, , ,7988,197.1371901,6250,-0.007968127,113,4,0,2,4.834710744,2655,2774,-119,4325,4139,186,2840,2995,-155
1002390211,Jungle,Levi,Gigabyte Marines,Nocturne,Kalista,Sejuani,Janna,Gragas,Rek'Sai,24.2,1,6,3,3,20,13,1,0,0,0,0,0,0,3.251233333,0.247933884,0.123966942,1.363636364,0,10.23668333,1,1,1,1,0,0,1,0,0,0,0.0,-1.0,1,6.083816667000001,1,1,8,3,1.0,22.48968333,1,0,8319,343.76033060000003,0.165760057,0.230759281,12,0.49586776899999996,0.15789473699999998,6,0.247933884,2,4, , ,11138,327.3024793,9300,0.178623719,54,126,60,31,7.4380165289999995,4300,3705,595,7083,5322,1761,4300,3885,415
1002390211,Middle,Optimus,Gigabyte Marines,Kassadin,Kalista,Sejuani,Janna,Gragas,Rek'Sai,24.2,1,2,2,4,20,13,0,0,0,0,0,0,0,3.251233333,0.082644628,0.20661157,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,0.0,-1.0,1,6.083816667000001,1,1,8,3,1.0,22.48968333,1,0,10561,436.4049587,0.210432981,0.171210152,17,0.702479339,0.22368421100000002,6,0.247933884,7,8, , ,9094,242.83966940000002,8535,0.032747842,163,12,1,2,7.231404959,3453,4257,-804,5291,5831,-540,4241,3992,249
1002390211,ADC,Noway,Gigabyte Marines,Tristana,Kalista,Sejuani,Janna,Gragas,Rek'Sai,24.2,1,11,0,4,20,13,3,1,1,0,0,0,0,3.251233333,0.454545455,0.165289256,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,0.0,-1.0,1,6.083816667000001,1,1,8,3,1.0,22.48968333,1,0,22279,920.6198347000001,0.44391974,0.30647757,12,0.49586776899999996,0.15789473699999998,4,0.165289256,3,3, , ,13737,434.69917360000005,10375,0.237196765,239,1,1,0,9.917355372000001,4332,4097,235,7161,6062,1099,3486,3552,-66
1002390211,Support,Nevan,Gigabyte Marines,Lulu,Kalista,Sejuani,Janna,Gragas,Rek'Sai,24.2,1,1,2,15,20,13,0,0,0,0,0,0,0,3.251233333,0.041322314,0.0,1.363636364,0,10.23668333,1,1,0,0,0,0,0,0,0,0,0.0,-1.0,1,6.083816667000001,1,1,8,3,1.0,22.48968333,1,0,4186,172.97520659999998,0.083408054,0.152564633,21,0.867768595,0.276315789,6,0.247933884,3,4, , ,8454,216.39338840000002,6250,-0.11320754699999999,19,0,0,0,0.785123967,2666,2542,124,4465,4014,451,2666,2161,505
1002390223,Top,Huni,SK Telecom T1,Maokai,Galio,Rakan,Thresh,Ezreal,Cho'gath,26.8,1,1,2,6,12,5,0,0,0,0,0,0,0,9.444233333,0.037313433,0.037313433,0.634328358,0,14.85615,2,0,0,0,0,0,0,0,0,0,-1.0,-1.0,1,15.25423333,1,1,9,1,1.0,22.43486667,1,0,11850,442.1641791,0.222055654,0.198492821,9,0.33582089600000004,0.104651163,3,0.11194029900000001,1,1, , ,11095,282.0701493,9825,0.18030513199999998,234,1,0,1,8.768656716,3188,3262,-74,4928,4842,86,4669,4580,89
1002390223,Jungle,Peanut,SK Telecom T1,Jarvan IV,Galio,Rakan,Thresh,Ezreal,Cho'gath,26.8,1,2,1,5,12,5,0,0,0,0,0,0,0,9.444233333,0.074626866,0.074626866,0.634328358,1,14.85615,2,0,2,0,0,0,1,1,0,0,-1.0,-1.0,1,15.25423333,1,1,9,1,1.0,22.43486667,1,0,4889,182.4253731,0.091614354,0.158791526,26,0.9701492540000001,0.302325581,11,0.410447761,6,6, , ,9583,225.65223880000002,8550,0.164556962,26,76,50,2,3.8059701489999997,3141,2919,222,4790,4629,161,3209,3216,-7
1002390223,Middle,Faker,SK Telecom T1,Cassiopeia,Galio,Rakan,Thresh,Ezreal,Cho'gath,26.8,1,4,2,7,12,5,0,0,0,0,1,0,0,9.444233333,0.149253731,0.074626866,0.634328358,0,14.85615,2,0,0,0,0,0,0,0,0,0,-1.0,-1.0,1,15.25423333,1,1,9,1,1.0,22.43486667,1,0,16196,604.3283582,0.3034948,0.23961202,16,0.597014925,0.186046512,3,0.11194029900000001,4,4, , ,12661,340.50298510000005,10385,0.129164531,242,22,5,7,9.850746269,3670,3128,542,5478,4905,573,5327,4275,1052
1002390223,ADC,Bang,SK Telecom T1,Kog'Maw,Galio,Rakan,Thresh,Ezreal,Cho'gath,26.8,1,4,0,4,12,5,1,0,0,0,0,0,0,9.444233333,0.149253731,0.0,0.634328358,0,14.85615,2,0,0,0,0,0,0,0,0,0,-1.0,-1.0,1,15.25423333,1,1,9,1,1.0,22.43486667,1,0,18360,685.0746268999999,0.344045723,0.237275105,12,0.447761194,0.139534884,3,0.11194029900000001,2,2, , ,12572,337.18208960000004,9050,0.0,256,2,1,1,9.626865672000001,3275,3117,158,5090,4857,233,3116,3033,83
1002390223,Support,Wolf,SK Telecom T1,Janna,Galio,Rakan,Thresh,Ezreal,Cho'gath,26.8,1,1,0,8,12,5,0,0,0,0,0,0,0,9.444233333,0.037313433,0.0,0.634328358,0,14.85615,2,0,0,0,0,0,0,0,0,0,-1.0,-1.0,1,15.25423333,1,1,9,1,1.0,22.43486667,1,0,2070,77.23880597,0.038789469,0.165828528,23,0.858208955,0.26744186,8,0.29850746300000003,7,7, , ,9851,235.65223880000002,7275,0.120218579,49,0,0,0,1.8283582090000001,2480,2363,117,3785,3492,293,2905,2819,86
1002390223,Top,Impact,Cloud9,Nautilus,Kalista,Sejuani,Xayah,Orianna,Syndra,26.8,0,1,2,3,5,12,0,0,0,0,0,0,0,9.444233333,0.037313433,0.037313433,0.634328358,0,14.85615,0,2,0,0,0,0,0,0,0,0,-1.0,-1.0,0,15.25423333,0,0,1,9,0.0,22.43486667,0,1,10896,406.5671642,0.230364278,0.193342307,13,0.48507462700000004,0.1625,0,0.0,3,5, , ,8333,179.0104478,8200,-0.18030513199999998,195,0,0,0,7.276119402999999,3262,3188,74,4842,4928,-86,4580,4669,-89
1002390223,Jungle,Contractz,Cloud9,Rek'Sai,Kalista,Sejuani,Xayah,Orianna,Syndra,26.8,0,2,5,2,5,12,0,0,0,0,0,0,1,9.444233333,0.074626866,0.074626866,0.634328358,0,14.85615,0,2,0,2,0,0,0,0,0,0,-1.0,-1.0,0,15.25423333,0,0,1,9,0.0,22.43486667,0,1,8819,329.0671642,0.186452145,0.194631933,22,0.820895522,0.275,11,0.410447761,4,5, , ,8365,180.2044776,7250,-0.164556962,14,124,75,1,5.149253731,2919,3141,-222,4629,4790,-161,3216,3209,7
